,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Converted,City_encoded,lead origin encoded,lead sources encoded,last activity encoded,lead quality encoded,last notable activity encoded,copy of interview encoded,do not email encoded
456,2.0,56,2.0,0,0,0,11,9,3,8,0,0
457,3.0,1412,3.0,0,0,1,3,12,3,8,0,0
458,2.0,374,1.0,0,0,0,3,5,3,8,0,0
459,4.0,746,4.0,1,0,1,3,5,1,4,0,0
460,0.0,0,0.0,1,0,2,14,12,3,8,0,0
461,2.0,175,2.0,0,0,0,3,10,3,10,0,0
462,4.0,365,2.0,0,4,1,1,5,3,4,1,0
463,2.0,102,2.0,0,0,0,3,5,3,4,0,0
464,4.0,248,2.0,0,0,0,11,9,3,8,0,0
465,6.0,351,6.0,0,2,1,3,5,3,8,1,0
466,3.0,267,3.0,1,4,1,3,12,2,8,0,0
467,7.0,238,1.75,0,0,1,3,7,3,8,0,0
468,2.0,170,1.0,0,0,0,3,9,3,8,0,0
469,22.0,59,5.5,0,0,1,7,10,3,10,1,0
470,3.0,205,2.0,1,0,2,10,5,0,8,0,0
471,7.0,150,7.0,0,0,1,1,3,3,2,1,0
472,5.0,1250,5.0,1,1,1,7,5,2,4,1,0
473,5.0,255,2.5,0,0,1,7,12,3,8,1,0
474,1.0,153,1.0,0,0,0,11,1,3,8,0,0
475,0.0,0,0.0,1,4,2,10,5,0,4,0,0
476,0.0,0,0.0,0,0,0,6,9,3,9,0,0
477,3.0,217,3.0,0,4,1,3,12,3,8,0,0
478,0.0,0,0.0,0,0,0,6,9,3,8,0,0
479,2.0,2,2.0,0,0,1,1,7,1,8,1,0
480,0.0,0,0.0,0,0,0,6,5,3,4,0,0
481,3.0,345,1.5,0,0,0,11,5,3,4,0,0
482,0.0,0,0.0,1,4,2,10,5,1,8,0,0
483,2.0,183,2.0,0,1,1,1,12,3,8,1,1
484,0.0,0,0.0,0,0,0,6,9,4,8,0,0
485,9.0,181,3.0,0,0,1,3,10,3,10,0,0
486,3.0,677,1.5,0,0,0,7,5,3,8,0,0
487,2.0,134,2.0,0,0,0,3,5,3,4,0,0
488,4.0,432,4.0,0,2,1,1,12,3,8,1,0
489,0.0,0,0.0,1,0,0,6,9,2,8,0,0
490,4.0,396,2.0,0,0,0,11,5,3,4,0,0
491,4.0,163,4.0,0,0,1,3,9,3,8,0,0
492,0.0,0,0.0,0,0,0,6,3,3,2,0,0
493,0.0,0,0.0,1,0,2,10,5,1,4,0,0
494,5.0,1491,2.5,1,2,1,1,5,0,4,1,0
495,2.0,13,2.0,0,0,1,1,5,3,4,1,0
496,5.0,133,5.0,0,0,0,11,9,3,8,0,0
497,4.0,825,4.0,0,0,1,3,5,3,4,0,0
498,4.0,217,4.0,0,1,1,1,5,3,4,1,0
499,0.0,0,0.0,0,0,0,6,5,4,8,0,0
500,3.0,110,3.0,0,0,1,3,12,2,8,0,0
501,2.0,100,2.0,0,0,0,7,1,3,8,0,0
502,4.0,1385,4.0,1,4,1,1,5,2,4,1,0
503,5.0,442,5.0,0,0,0,7,3,3,2,0,0
504,4.0,1640,4.0,0,0,1,3,9,3,8,0,0
505,3.0,578,3.0,1,4,0,3,5,3,4,0,0
506,3.0,23,3.0,0,0,1,7,5,3,4,1,0
507,0.0,0,0.0,1,0,2,14,5,3,4,0,0
508,3.0,235,3.0,0,0,0,11,5,3,4,0,0
509,3.0,241,3.0,0,0,0,7,1,3,8,0,0
510,2.0,75,1.0,0,0,0,3,5,3,4,0,0
511,4.0,439,4.0,0,1,1,1,5,2,4,0,0
512,2.0,1491,1.0,0,0,0,3,5,3,4,0,0
513,0.0,0,0.0,1,4,2,10,5,1,8,0,0
514,0.0,0,0.0,0,0,0,6,9,3,8,0,0
515,3.0,262,3.0,0,3,1,3,5,3,4,0,0
516,5.0,486,5.0,0,0,1,3,5,3,4,0,0
517,4.0,913,1.33,1,4,0,3,5,1,8,0,0
518,0.0,0,0.0,0,0,0,6,9,3,8,0,0
519,0.0,0,0.0,1,0,0,6,5,3,8,0,0
520,4.0,92,2.0,0,0,1,7,3,3,2,1,0
521,7.0,333,7.0,0,0,0,3,5,3,4,0,0
522,11.0,101,5.5,0,0,0,11,5,3,8,0,0
523,2.0,1429,2.0,0,0,1,1,5,3,4,1,0
524,11.0,127,3.67,0,1,1,7,5,3,4,1,0
525,5.0,362,5.0,0,0,1,3,13,2,8,0,0
526,3.0,1132,3.0,0,4,1,3,13,2,8,0,0
527,0.0,0,0.0,0,0,0,6,9,3,8,0,0
528,2.0,125,2.0,0,0,1,3,9,3,8,0,0
529,2.0,1012,2.0,1,0,1,1,7,3,8,1,0
530,5.0,357,5.0,0,0,1,1,5,3,4,1,0
531,0.0,0,0.0,1,0,0,6,5,2,8,0,0
532,3.0,232,3.0,0,0,0,7,13,3,8,0,0
533,3.0,829,3.0,1,0,1,7,5,2,4,1,0
534,8.0,717,2.67,0,0,0,3,5,1,4,0,0
535,3.0,1208,3.0,1,0,1,3,9,2,8,0,0
536,3.0,1577,1.5,0,2,1,1,5,3,4,1,0
537,7.0,185,7.0,0,0,1,3,12,3,8,0,0
538,2.0,127,1.0,0,2,1,3,1,3,8,0,0
539,6.0,283,6.0,0,2,1,7,5,3,4,1,0
540,6.0,361,3.0,0,3,1,7,5,3,4,1,0
541,2.0,394,2.0,0,0,0,3,3,3,2,0,0
542,4.0,347,4.0,0,1,1,3,2,3,8,0,1
543,7.0,133,3.5,0,0,0,7,5,2,4,0,0
544,2.0,151,2.0,0,0,0,7,5,3,8,0,0
545,3.0,308,1.5,0,4,1,1,5,0,8,0,0
546,7.0,1172,3.5,1,0,1,1,5,3,4,1,0
547,2.0,178,2.0,0,1,1,1,5,3,4,1,0
548,3.0,1712,3.0,1,2,0,3,7,2,8,0,0
549,7.0,585,7.0,0,0,1,7,12,3,8,1,0
550,1.0,41,1.0,0,0,0,3,1,3,8,0,0
551,5.0,1342,5.0,1,3,1,11,5,3,4,1,0
552,0.0,0,0.0,0,0,0,6,5,3,8,0,0
553,9.0,1125,9.0,1,0,0,7,5,2,4,0,0
554,13.0,373,6.5,1,3,1,7,5,2,4,1,0
555,3.0,316,3.0,0,0,0,7,5,3,4,0,0
556,6.0,1779,6.0,1,0,0,7,5,1,4,1,0
557,0.0,0,0.0,0,0,0,6,5,3,8,0,0
558,1.0,1295,1.0,0,0,0,7,1,3,8,0,0
559,4.0,1158,4.0,0,0,1,3,5,3,4,0,0
560,5.0,1387,1.67,1,4,0,6,5,0,4,1,0
561,3.0,1641,3.0,0,0,0,11,12,3,8,0,0
562,2.0,226,2.0,0,0,0,3,5,3,8,0,0
563,1.0,598,1.0,1,4,1,3,1,3,8,0,0
564,3.0,1292,3.0,1,0,0,3,5,2,8,0,0
565,9.0,888,9.0,1,0,1,3,5,2,4,1,0
566,3.0,242,3.0,0,0,1,3,5,3,4,0,0
567,4.0,332,4.0,0,0,1,3,5,3,4,0,0
568,3.0,1350,1.5,1,0,1,1,5,3,4,1,0
569,6.0,192,6.0,0,0,1,3,12,3,8,0,0
570,5.0,409,5.0,0,0,1,3,5,3,4,0,0
571,1.0,37,1.0,0,0,0,7,1,3,8,0,0
572,7.0,628,3.5,1,0,0,6,5,1,4,0,0
573,1.0,68,1.0,0,0,1,1,2,3,8,1,1
574,7.0,385,7.0,0,4,1,3,5,3,4,0,0
575,0.0,0,0.0,0,4,0,6,9,1,8,0,0
576,5.0,1291,5.0,1,0,0,7,1,3,8,0,0
577,3.0,239,3.0,0,0,1,3,5,3,4,0,0
578,3.0,726,3.0,0,0,0,7,5,3,8,0,0
579,13.0,99,13.0,0,0,0,7,9,3,8,0,0
580,6.0,1092,3.0,1,0,1,3,10,3,10,0,0
581,2.0,414,2.0,0,1,1,7,1,3,8,1,0
582,3.0,1152,3.0,1,4,0,3,5,1,4,0,0
583,2.0,156,2.0,0,0,0,3,10,3,8,0,0
584,7.0,305,2.33,0,0,1,3,5,3,4,0,0
585,3.0,844,2.0,1,2,3,2,5,2,8,0,0
586,0.0,0,0.0,0,1,3,2,5,3,4,0,0
587,3.0,11,2.0,0,0,3,2,5,3,8,0,0
588,0.0,0,0.0,0,2,3,2,5,3,4,0,0
589,3.0,131,2.0,0,0,3,2,5,3,8,0,0
590,3.0,129,2.0,0,2,3,2,5,2,8,0,0
591,3.0,19,2.0,0,2,3,2,5,2,8,0,0
592,3.0,1517,2.0,0,3,3,2,5,3,8,0,0
593,3.0,32,2.0,0,0,3,2,5,2,8,0,0
594,0.0,0,0.0,0,0,3,2,5,2,4,0,0
595,0.0,0,0.0,0,3,3,2,5,3,8,0,0
596,3.0,1608,2.0,1,0,3,2,5,2,8,0,0
597,3.0,103,2.0,0,0,3,2,5,2,8,0,0
598,3.0,1012,2.0,1,0,3,2,5,1,8,0,0
599,0.0,0,0.0,0,4,3,2,5,0,8,0,0
600,0.0,0,0.0,1,0,3,2,5,0,4,0,0
601,3.0,345,2.0,0,1,3,2,5,3,8,0,0
602,0.0,0,0.0,0,0,3,2,5,3,4,0,0
603,3.0,97,2.0,0,0,3,2,5,3,8,0,0
604,1.0,288,1.0,1,0,2,10,3,0,8,0,0
605,6.0,81,6.0,0,3,1,7,5,3,4,1,0
606,3.0,12,3.0,0,0,0,11,5,3,8,0,0
607,0.0,0,0.0,1,4,2,14,12,0,8,0,0
608,3.0,301,3.0,0,0,0,3,5,3,4,0,0
609,5.0,4,1.67,0,0,0,1,10,3,10,0,0
610,4.0,1523,4.0,1,0,0,11,5,2,4,0,0
611,3.0,7,3.0,1,0,0,3,3,1,8,0,0
612,4.0,321,4.0,0,0,1,3,5,3,4,0,0
613,0.0,0,0.0,1,0,0,6,9,3,8,0,0
614,2.0,293,2.0,0,0,0,3,5,3,8,0,0
615,4.0,1313,4.0,0,0,0,3,5,3,4,0,0
616,2.0,1368,2.0,1,0,1,1,5,2,4,0,0
617,3.0,94,1.5,1,0,1,3,5,0,4,0,0
618,5.0,616,5.0,0,0,1,3,5,3,4,0,0
619,9.0,1482,3.0,1,0,0,3,5,3,8,0,0
620,3.0,52,3.0,0,4,0,3,5,2,8,0,0
621,7.0,6,7.0,0,0,1,3,5,3,4,0,0
622,0.0,0,0.0,1,0,0,6,5,2,4,0,0
623,0.0,0,0.0,1,4,2,10,3,0,2,0,0
624,3.0,145,3.0,0,1,1,7,12,3,12,1,0
625,0.0,0,0.0,0,0,0,6,2,3,8,0,1
626,2.0,18,2.0,0,0,0,7,2,3,8,0,1
627,3.0,116,3.0,0,0,0,11,5,3,4,0,0
628,5.0,221,5.0,0,0,1,1,5,3,4,1,0
629,4.0,327,4.0,0,2,1,1,5,3,4,1,0
630,4.0,1027,4.0,0,0,1,3,5,3,4,0,0
631,3.0,1743,2.0,1,0,2,10,5,2,8,0,0
632,4.0,105,2.0,0,1,1,1,3,3,2,1,0
633,4.0,437,4.0,0,0,1,1,12,3,8,1,0
634,2.0,25,2.0,0,0,1,1,5,3,4,1,0
635,0.0,0,0.0,0,0,0,6,5,3,4,0,0
636,1.0,101,1.0,0,0,0,3,1,3,8,0,0
637,3.0,978,3.0,1,0,0,6,10,3,8,0,0
638,6.0,208,6.0,0,0,0,11,5,3,4,0,0
639,3.0,1952,2.0,1,4,2,10,2,0,8,0,1
640,5.0,497,5.0,0,1,1,7,12,3,8,1,0
641,3.0,118,1.5,0,0,0,7,9,3,8,0,0
642,6.0,356,3.0,0,0,0,11,5,3,4,0,0
643,0.0,0,0.0,1,0,0,6,3,3,8,0,0
644,7.0,472,1.75,1,0,1,3,7,2,8,1,0
645,0.0,0,0.0,0,0,0,6,5,3,4,0,0
646,7.0,47,7.0,0,0,0,7,5,3,4,0,0
647,3.0,312,3.0,1,0,1,3,5,2,4,0,0
648,12.0,333,6.0,0,0,1,3,10,3,8,0,0
649,3.0,1458,3.0,0,3,1,1,12,3,8,1,0
650,0.0,0,0.0,1,4,2,10,5,0,4,0,0
651,2.0,25,1.0,1,4,0,11,5,1,4,0,0
652,2.0,49,2.0,0,0,0,3,9,3,8,0,0
653,4.0,213,4.0,0,0,0,11,5,3,8,0,0
654,2.0,210,2.0,0,0,1,1,5,3,4,0,0
655,3.0,253,3.0,0,0,0,3,5,3,4,0,0
656,4.0,353,4.0,0,1,1,3,5,3,4,0,0
657,3.0,417,2.0,1,4,2,10,12,0,8,0,0
658,12.0,1452,3.0,0,0,1,3,5,3,4,0,0
659,0.0,0,0.0,1,0,0,6,5,1,4,0,0
660,0.0,0,0.0,0,0,0,6,5,3,4,0,0
661,2.0,1499,2.0,1,1,1,1,5,1,4,0,0
662,0.0,0,0.0,1,0,2,10,5,0,4,0,0
663,21.0,1885,3.5,1,0,1,3,5,0,4,1,0
664,3.0,144,3.0,0,0,0,7,5,3,8,0,0
665,4.0,489,2.0,0,0,0,7,9,3,8,0,1
666,2.0,190,2.0,0,0,1,3,5,3,4,0,0
667,0.0,0,0.0,1,0,2,10,5,1,4,0,0
668,0.0,0,0.0,0,0,0,6,5,2,4,0,0
669,11.0,1208,3.67,0,0,1,1,5,3,4,1,0
670,9.0,208,4.5,0,0,0,3,9,3,8,0,0
671,1.0,491,1.0,1,0,0,3,9,2,8,0,0
672,3.0,463,2.0,0,0,0,6,13,2,8,0,0
673,2.0,1284,2.0,1,3,1,1,5,3,4,1,0
674,4.0,18,4.0,0,5,1,1,5,3,4,1,0
675,4.0,363,4.0,1,0,1,3,5,2,4,0,0
676,4.0,1588,4.0,1,2,1,1,5,1,4,1,0
677,6.0,357,2.0,0,2,1,1,2,3,8,1,1
678,3.0,211,3.0,0,0,1,3,5,3,4,0,0
679,5.0,1328,2.5,1,0,1,3,10,0,10,0,0
680,3.0,177,2.0,0,0,0,6,9,3,8,0,0
681,3.0,193,1.5,0,0,0,11,5,3,4,0,0
682,2.0,1607,2.0,0,0,0,3,3,3,8,0,0
683,6.0,1505,6.0,1,1,1,11,10,3,10,1,0
684,4.0,839,4.0,0,0,0,11,14,3,14,0,1
685,4.0,284,4.0,0,0,1,3,5,3,4,0,0
686,8.0,978,2.0,1,0,0,3,5,2,4,1,0
687,9.0,367,3.0,0,0,0,11,5,3,4,0,0
688,3.0,1191,3.0,0,0,1,3,5,3,4,0,0
689,2.0,188,2.0,1,0,0,3,10,1,8,0,0
690,2.0,1595,2.0,0,4,1,3,1,3,8,0,0
691,2.0,70,2.0,0,1,1,1,5,3,4,1,0
692,0.0,0,0.0,0,0,0,6,5,3,4,0,0
693,4.0,811,1.33,1,0,0,3,3,1,2,1,0
694,9.0,81,4.5,0,0,0,11,5,2,4,0,0
695,6.0,634,6.0,0,0,1,7,12,3,12,0,0
696,2.0,190,2.0,0,0,1,1,5,3,4,1,0
697,2.0,364,2.0,0,0,1,1,12,3,12,1,0
698,10.0,198,3.33,0,0,0,11,5,3,4,0,0
699,3.0,265,3.0,0,0,0,3,12,3,8,0,0
700,2.0,813,2.0,1,2,1,1,5,1,4,1,0
701,5.0,299,5.0,0,0,1,3,12,3,8,1,0
702,5.0,115,5.0,0,3,1,7,12,3,12,1,1
703,5.0,51,2.5,0,0,0,3,5,2,4,0,0
704,7.0,1,7.0,0,0,0,11,5,3,4,0,0
705,2.0,32,2.0,0,0,0,3,1,3,8,0,0
706,4.0,124,4.0,0,0,1,11,7,3,8,0,1
707,3.0,66,3.0,0,2,1,3,5,3,8,0,0
708,3.0,213,1.5,0,0,0,3,3,1,8,0,0
709,1.0,1203,1.0,1,0,0,3,1,1,8,0,0
710,4.0,92,4.0,0,4,1,3,5,2,8,0,0
711,3.0,306,3.0,0,0,0,7,5,2,4,0,0
712,1.0,151,1.0,0,0,0,3,1,3,8,0,0
713,5.0,818,2.5,1,0,0,3,10,1,8,0,0
714,4.0,32,4.0,0,0,1,3,5,3,4,0,0
715,5.0,1016,2.5,1,3,1,7,5,2,4,1,0
716,2.0,169,2.0,0,4,1,3,5,3,8,0,0
717,2.0,8,2.0,0,0,0,7,5,3,8,0,0
718,4.0,1252,2.0,1,0,1,1,10,2,10,1,0
719,2.0,122,2.0,0,4,1,1,14,3,14,1,1
720,4.0,1505,4.0,0,1,1,7,12,3,12,1,0
721,2.0,33,2.0,0,0,1,3,5,3,4,0,0
722,3.0,1746,3.0,1,1,1,7,10,3,8,1,0
723,5.0,346,2.5,0,0,1,3,5,3,8,0,0
724,4.0,1,4.0,0,1,1,1,14,3,14,1,1
725,2.0,1208,2.0,1,4,0,3,5,1,8,0,0
726,5.0,425,5.0,0,2,1,3,12,3,12,0,0
727,5.0,1313,2.5,1,0,0,3,10,1,10,1,0
728,1.0,27,1.0,0,0,1,1,1,3,8,0,0
729,4.0,632,4.0,0,0,1,3,5,3,4,0,0
730,3.0,506,1.5,0,0,0,3,5,3,4,0,0
731,2.0,340,2.0,1,2,1,1,5,2,4,1,0
732,4.0,1596,4.0,0,0,0,3,5,3,4,0,0
733,7.0,103,3.5,0,0,0,11,10,3,8,0,0
734,8.0,248,8.0,1,1,1,7,1,2,8,1,0
735,4.0,328,4.0,0,0,1,3,12,3,12,0,0
736,2.0,1450,2.0,0,0,0,3,5,3,8,0,0
737,0.0,0,0.0,1,0,2,14,5,0,4,0,0
738,4.0,945,2.0,1,0,0,11,3,3,8,0,0
739,3.0,1764,3.0,1,0,2,10,5,0,4,0,0
740,3.0,139,3.0,0,2,1,3,5,3,4,0,0
741,3.0,403,3.0,0,0,0,11,12,3,8,0,0
742,0.0,0,0.0,0,0,0,6,3,3,8,0,0
743,1.0,583,1.0,0,1,1,3,1,3,8,0,0
744,3.0,1392,3.0,0,0,0,7,5,3,4,0,0
745,2.0,1613,2.0,0,0,1,1,12,3,12,1,0
746,0.0,0,0.0,0,0,2,10,12,0,8,0,0
747,5.0,285,5.0,1,0,1,3,10,2,10,0,0
748,13.0,263,2.6,0,0,1,11,5,3,4,1,0
749,5.0,1662,2.5,0,0,0,3,5,3,4,0,0
750,3.0,303,3.0,0,0,0,11,12,2,12,0,0
751,0.0,0,0.0,1,4,0,6,5,1,4,0,0
752,5.0,444,5.0,1,0,1,3,5,2,4,0,0
753,2.0,11,2.0,0,0,1,1,5,3,4,1,0
754,6.0,1623,6.0,0,0,1,3,5,1,4,1,0
755,4.0,213,4.0,0,0,0,3,5,2,4,0,0
756,2.0,7,2.0,0,1,1,3,1,3,8,0,0
757,7.0,9,7.0,0,0,0,7,5,3,4,0,0
758,9.0,102,3.0,0,0,0,3,5,3,4,1,0
759,4.0,1203,2.0,0,0,0,11,5,2,8,0,0
760,3.0,1160,3.0,1,0,1,3,12,2,8,0,0
761,10.0,59,3.33,0,4,1,3,5,1,4,0,0
762,0.0,0,0.0,0,0,0,6,5,3,8,0,0
763,1.0,87,1.0,0,0,0,3,1,3,8,0,0
764,4.0,49,4.0,1,0,0,3,10,1,8,0,0
765,1.0,94,1.0,0,0,0,3,1,3,8,0,0
766,4.0,225,2.0,0,0,0,3,5,3,4,0,0
767,19.0,415,4.75,0,0,0,7,10,3,10,0,0
768,4.0,1120,4.0,1,0,1,3,5,0,8,0,0
769,3.0,334,3.0,0,0,1,3,7,3,8,0,0
770,4.0,342,4.0,0,3,1,3,12,3,12,0,0
771,7.0,49,7.0,0,0,0,3,5,3,4,0,0
772,4.0,34,2.0,0,1,1,1,5,2,4,1,0
773,3.0,271,1.5,0,0,0,7,10,3,8,0,0
774,0.0,0,0.0,0,0,0,6,2,3,8,0,1
775,14.0,1747,1.27,0,0,1,7,5,3,4,1,0
776,3.0,779,3.0,1,0,1,3,5,3,4,0,0
777,2.0,980,2.0,1,0,1,1,5,3,4,1,0
778,3.0,121,3.0,0,0,1,7,12,3,8,0,0
779,6.0,14,3.0,0,0,1,3,3,3,2,1,0
780,5.0,1254,5.0,1,2,1,7,5,1,4,1,0
781,13.0,24,6.5,0,0,0,11,10,3,8,0,0
782,0.0,0,0.0,1,0,0,6,9,3,8,0,0
783,4.0,2,4.0,0,0,1,3,5,3,4,0,0
784,3.0,981,3.0,1,1,0,3,5,1,4,0,0
785,3.0,717,1.5,1,0,0,3,5,1,8,0,0
786,2.0,1058,2.0,0,0,1,3,7,3,8,0,0
787,4.0,977,4.0,0,4,1,1,5,3,4,0,0
788,8.0,1335,8.0,1,0,1,3,5,2,4,0,0
789,8.0,1148,4.0,1,0,1,3,10,1,8,1,0
790,4.0,243,4.0,0,0,1,3,5,3,4,0,0
791,8.0,501,2.67,0,0,0,3,5,3,4,0,0
792,2.0,72,2.0,0,4,1,1,5,3,4,1,0
793,0.0,0,0.0,0,0,0,6,9,3,8,0,0
794,10.0,869,5.0,0,0,1,7,5,3,4,1,0
795,9.0,1342,3.0,1,0,1,3,3,3,2,0,0
796,2.0,369,2.0,0,0,0,3,5,3,4,0,0
797,0.0,0,0.0,0,0,0,6,5,3,4,0,0
798,4.0,168,4.0,0,4,1,3,5,3,4,0,0
799,4.0,1298,4.0,1,0,1,1,5,0,4,1,0
800,2.0,426,2.0,0,4,1,3,12,3,12,0,0
801,6.0,294,6.0,1,0,1,3,10,3,10,0,0
802,0.0,0,0.0,1,1,2,14,5,0,4,0,0
803,5.0,255,5.0,0,0,0,11,5,3,8,0,0
804,2.0,1300,2.0,1,0,0,3,5,3,8,0,0
805,0.0,0,0.0,1,0,0,6,12,3,12,0,0
806,4.0,54,4.0,0,0,0,3,9,3,8,0,0
807,0.0,0,0.0,1,0,2,10,12,0,8,0,0
808,0.0,0,0.0,1,0,2,10,5,0,4,0,0
809,0.0,0,0.0,0,1,2,10,5,1,8,0,0
810,0.0,0,0.0,1,0,2,10,5,2,4,0,0
811,1.0,300,1.0,0,0,0,3,1,3,8,0,0
812,13.0,9,3.25,0,0,0,3,10,3,8,0,0
813,0.0,0,0.0,1,0,0,6,5,3,4,0,0
814,5.0,115,5.0,0,0,1,7,5,3,8,1,0
815,6.0,779,3.0,0,0,1,3,5,3,4,0,0
816,3.0,1007,1.5,1,0,0,3,9,3,9,0,0
817,0.0,0,0.0,0,0,0,6,9,3,8,0,0
818,16.0,1570,5.33,1,0,2,10,10,2,10,0,0
819,11.0,2069,5.5,1,0,1,3,5,2,4,1,0
820,0.0,0,0.0,0,0,0,6,9,3,8,0,0
821,9.0,176,1.8,0,0,0,3,5,3,4,0,0
822,0.0,0,0.0,1,0,2,14,3,3,2,0,0
823,3.0,97,3.0,0,0,0,3,1,3,8,0,0
824,6.0,442,6.0,1,0,0,3,1,1,8,0,0
825,3.0,271,3.0,0,0,1,3,5,3,4,0,0
826,1.0,258,1.0,0,0,0,3,1,3,8,0,0
827,4.0,1277,4.0,0,0,1,3,5,3,4,0,0
828,2.0,480,1.0,0,0,0,11,5,3,4,0,0
829,6.0,605,2.0,1,0,1,3,5,2,4,0,0
830,0.0,0,0.0,0,0,0,6,5,3,8,0,0
831,5.0,968,1.25,1,1,0,6,5,3,4,1,0
832,4.0,1452,4.0,0,4,1,3,10,3,8,0,0
833,0.0,0,0.0,1,0,0,6,12,2,8,0,0
834,3.0,1198,3.0,0,0,1,3,12,3,8,0,0
835,2.0,1334,2.0,1,4,0,3,9,1,8,0,0
836,3.0,1378,2.0,1,0,2,3,2,3,8,0,1
837,10.0,65,5.0,0,0,0,7,5,3,4,0,0
838,2.0,454,2.0,1,0,0,7,1,2,8,0,0
839,0.0,0,0.0,1,4,2,10,5,0,4,0,0
840,13.0,1097,6.5,1,0,0,11,9,2,8,0,0
841,0.0,0,0.0,1,1,2,10,5,1,8,0,0
842,7.0,166,7.0,0,0,0,11,5,3,4,0,0
843,5.0,1577,5.0,1,0,0,3,9,2,8,0,0
844,1.0,143,1.0,0,0,0,7,1,3,8,0,0
845,6.0,234,6.0,0,0,0,3,9,3,8,0,0
846,0.0,0,0.0,1,4,2,10,5,0,4,0,0
847,5.0,87,2.5,0,0,1,3,5,3,4,0,0
848,3.0,1662,3.0,1,0,1,1,10,2,8,1,0
849,12.0,68,3.0,0,0,0,3,9,3,8,1,0
850,3.0,829,1.5,0,0,1,3,1,3,8,1,0
851,2.0,1142,1.0,1,0,0,3,5,2,4,0,0
852,0.0,0,0.0,0,0,0,6,9,3,9,0,0
853,6.0,305,3.0,1,0,0,3,9,2,9,0,0
854,4.0,1652,4.0,1,0,1,7,5,2,4,1,0
855,5.0,1092,5.0,1,0,0,7,8,3,8,0,0
856,3.0,201,3.0,0,0,1,3,5,3,4,0,0
857,5.0,1326,5.0,0,4,1,7,9,3,8,1,0
858,3.0,293,3.0,0,0,1,3,7,3,8,0,0
859,3.0,1126,1.5,1,4,0,3,5,1,4,0,0
860,3.0,179,3.0,0,1,1,3,5,2,4,0,0
861,2.0,193,2.0,0,0,0,3,12,3,8,0,0
862,2.0,168,2.0,0,0,0,3,5,3,4,0,0
863,3.0,186,3.0,0,0,0,11,9,3,8,0,0
864,0.0,0,0.0,1,0,0,6,5,3,4,0,0
865,3.0,238,3.0,0,3,1,1,5,3,4,1,0
866,3.0,233,3.0,0,0,0,3,5,2,4,0,1
867,2.0,121,2.0,0,0,0,3,5,3,4,0,0
868,7.0,834,3.5,1,4,1,1,5,1,4,1,0
869,4.0,50,1.33,0,0,0,3,7,3,8,1,0
870,2.0,396,2.0,0,0,0,1,2,3,8,0,1
871,5.0,376,5.0,0,3,1,3,13,3,8,0,0
872,4.0,1104,4.0,1,3,1,7,5,3,4,1,0
873,2.0,297,2.0,0,0,0,1,2,3,1,0,1
874,6.0,1276,3.0,1,1,0,7,5,1,4,0,0
875,5.0,75,2.5,0,1,1,3,3,3,2,1,0
876,0.0,0,0.0,1,0,0,6,9,3,8,0,0
877,5.0,893,5.0,1,0,0,7,5,2,4,0,0
878,3.0,89,3.0,0,0,1,3,5,3,4,0,1
879,3.0,645,1.0,0,0,0,6,10,3,8,0,0
880,4.0,638,4.0,1,0,1,3,12,2,12,0,0
881,4.0,938,4.0,0,0,1,3,1,3,8,0,0
882,6.0,296,6.0,0,0,1,3,5,3,4,0,0
883,5.0,120,5.0,0,0,1,3,13,3,8,0,0
884,9.0,1047,9.0,1,5,1,7,5,1,4,1,0
885,8.0,88,8.0,0,0,0,1,2,3,8,0,1
886,2.0,602,2.0,0,0,0,7,5,3,4,0,0
887,6.0,168,2.0,1,4,1,3,5,0,4,0,0
888,4.0,1051,4.0,0,0,1,3,3,3,2,0,0
889,4.0,854,4.0,1,2,1,3,5,2,4,0,0
890,7.0,1762,7.0,0,0,0,3,5,3,4,0,0
891,4.0,453,2.0,1,0,1,11,3,1,2,1,0
892,6.0,1966,6.0,1,2,1,3,5,1,4,0,0
893,2.0,1494,2.0,0,0,0,3,1,3,8,0,0
894,8.0,36,2.0,0,1,1,7,5,3,4,1,0
895,5.0,887,2.5,0,0,1,1,13,2,8,1,0
896,18.0,59,2.57,1,1,1,1,5,2,4,1,0
897,5.0,331,1.67,0,1,1,11,5,3,4,1,0
898,2.0,164,2.0,0,0,1,3,1,3,8,0,0
899,2.0,1585,2.0,1,0,0,3,5,2,4,0,0
900,5.0,1169,5.0,1,0,1,3,5,2,8,0,0
901,4.0,1425,4.0,1,0,1,7,12,2,8,1,0
902,8.0,1071,8.0,0,4,1,3,5,3,4,0,0
903,4.0,12,4.0,0,0,1,3,7,3,8,0,0
904,3.0,180,3.0,0,0,0,7,9,3,8,0,0
905,2.0,271,1.0,0,0,0,3,5,3,4,0,0
906,4.0,139,4.0,0,1,1,7,9,3,8,0,0
907,3.0,781,3.0,1,0,1,3,9,3,8,0,0
908,9.0,338,2.25,0,0,1,7,5,3,4,0,0
909,0.0,0,0.0,0,0,0,6,9,3,8,0,0
910,3.0,117,1.5,1,0,0,3,9,3,8,0,0
911,7.0,1028,3.5,0,0,0,1,5,3,8,0,0
912,6.0,406,3.0,0,0,1,7,5,2,4,1,0
913,12.0,341,3.0,1,0,0,3,5,3,4,0,0
914,0.0,0,0.0,1,0,0,6,13,3,8,0,0
915,2.0,250,2.0,0,4,1,3,8,3,7,0,0
